Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-11-28,174.89,176.77,172.9911,176.57,6048963.0,0.0,1.0,165.7155968892368,167.49697559672018,163.91630964049205,167.30746722358364,6048963.0
2017-11-27,172.87,174.91,172.38,174.16,4539428.0,0.0,1.0,163.80156232055788,165.73454772655046,163.33726680637338,165.02389132728848,4539428.0
2017-11-24,172.11,173.1,171.7425,172.33,1853587.0,0.0,1.0,163.08143050263908,164.01949694966487,162.7332088670007,163.28988971308925,1853587.0
2017-11-22,172.89,172.94,172.04,172.06,4132897.0,0.0,1.0,163.82051315787152,163.86789025115567,163.0151025720413,163.03405340935495,4132897.0
2017-11-21,170.53,172.86,170.15,172.86,6228970.0,0.0,1.0,161.5843143548605,163.79208690190106,161.2242484459011,163.79208690190106,6228970.0
2017-11-20,168.14,170.69,167.8,170.45,4697484.0,0.0,1.0,159.319689295879,161.7359210533697,158.9975250615469,161.50851100560587,4697484.0
2017-11-17,167.0,168.43,166.06,167.74,4530027.0,0.0,1.0,158.2394915690008,159.59447643692695,157.3488022152591,158.94067254960595,4530027.0
2017-11-16,166.68,167.76,166.06,167.5,4585477.0,0.0,1.0,157.93627817198234,158.9596233869196,157.3488022152591,158.7132625018421,4585477.0
2017-11-15,167.44,167.44,165.35,165.47,5534520.0,0.0,1.0,158.65640998990114,158.65640998990114,156.67604749062443,156.78975251450635,5534520.0
2017-11-14,163.62,168.14,163.15,168.06,10281508.0,0.0,1.0,155.03680006299348,159.319689295879,154.59145538612262,159.24388594662437,10281508.0
2017-11-13,164.64,166.64,164.25,165.35,7175307.0,0.0,1.0,156.00329276598976,157.89837649735503,155.63375143837354,156.67604749062443,7175307.0
2017-11-10,163.34,164.58,162.93,164.11,3554220.0,0.0,1.0,154.77148834060233,155.9464402540488,154.38299617567245,155.50109557717798,3554220.0
2017-11-09,164.1,164.135,162.28,163.27,3381255.0,0.0,1.0,155.49162015852113,155.52478412382,153.76709396297872,154.70516041000454,3381255.0
2017-11-08,163.34,164.68,163.27,164.05,2661622.0,0.0,1.0,154.77148834060233,156.04119444061706,154.70516041000454,155.444243065237,2661622.0
2017-11-07,164.09,164.4,162.83,163.66,3198129.0,0.0,1.0,155.4821447398643,155.77588271822592,154.2882419891042,155.07470173762076,3198129.0
2017-11-06,164.8,164.88,163.01,164.22,3275219.0,0.0,1.0,156.15489946449898,156.2307028137536,154.45879952492703,155.60532518240305,3275219.0
2017-11-03,163.01,164.99,162.68,164.39,3080591.0,0.0,1.0,154.45879952492703,156.3349324189787,154.1461107092518,155.7664072995691,3080591.0
2017-11-02,165.01,165.01,160.53,162.71,6517095.0,0.0,1.0,156.35388325629233,156.35388325629233,152.1088956980341,154.17453696522227,6517095.0
2017-11-01,166.42,166.74,165.12,165.38,3568321.0,0.0,1.0,157.68991728690483,157.9931306839233,156.45811286151744,156.7044737465949,3568321.0
2017-10-31,165.4,166.34,165.1,165.78,2922416.0,0.0,1.0,156.72342458390855,157.61411393765025,156.43916202420377,157.08349049286795,2922416.0
2017-10-30,166.99,166.99,164.88,165.31,3906231.0,0.0,1.0,158.23001615034397,158.23001615034397,156.2307028137536,156.63814581599712,3906231.0
2017-10-27,166.8,167.75,166.46,167.34,3720385.0,0.0,1.0,158.04998319586426,158.95014796826277,157.72781896153217,158.56165580333288,3720385.0
2017-10-26,166.39,167.94,166.1068,167.65,3750129.0,0.0,1.0,157.66149103093437,159.13018092274245,157.39314717457304,158.85539378169452,3750129.0
2017-10-25,166.11,166.95,165.3803,166.09,2945980.0,0.0,1.0,157.39617930854325,158.19211447571664,156.70475800915463,157.37722847122959,2945980.0
2017-10-24,164.67,166.46,164.65,166.03,3686538.0,0.0,1.0,156.0317190219602,157.72781896153217,156.01276818464657,157.3203759592886,3686538.0
2017-10-23,164.04,166.265,163.75,164.74,3995025.0,0.0,1.0,155.43476764658016,157.54304829772403,155.15998050553222,156.09804695255804,3995025.0
2017-10-20,163.97,164.15,162.74,163.43,4166481.0,0.0,1.0,155.3684397159824,155.53899725180526,154.20296322119276,154.85676710851376,4166481.0
2017-10-19,163.5,164.11,162.77,163.24,2675062.0,0.0,1.0,154.92309503911156,155.50109557717798,154.23138947716322,154.67673415403408,2675062.0
2017-10-18,163.42,164.24,163.35,163.45,2758595.0,0.0,1.0,154.84729168985692,155.62427601971672,154.78096375925915,154.8757179458274,2758595.0
2017-10-17,164.22,164.92,161.5111,163.35,4189096.0,0.0,1.0,155.60532518240305,156.26860448838087,153.03852902245535,154.78096375925915,4189096.0
2017-10-16,164.47,164.67,163.26,164.22,2586716.0,0.0,1.0,155.8422106488237,156.0317190219602,154.69568499134772,155.60532518240305,2586716.0
2017-10-13,164.92,166.0699,164.35,164.47,3258984.0,0.0,1.0,156.26860448838087,157.35818287972936,155.7285056249418,155.8422106488237,3258984.0
2017-10-12,165.41,165.41,164.47,164.59,3397775.0,0.0,1.0,156.73290000256537,156.73290000256537,155.8422106488237,155.95591567270563,3397775.0
2017-10-11,165.19,165.865,164.45,165.25,2319274.0,0.0,1.0,156.5244407921152,157.164031551451,155.82325981151004,156.58129330405617,2319274.0
2017-10-10,165.7,165.8,164.64,165.16,2755398.0,0.0,1.0,157.00768714361334,157.10244133018162,156.00329276598976,156.4960145361447,2755398.0
2017-10-09,166.14,166.63,165.42,165.71,2131587.0,0.0,1.0,157.4246055645137,157.8889010786982,156.7423754212222,157.0171625622702,2131587.0
2017-10-06,166.18,166.63,165.74,165.85,2916121.0,0.0,1.0,157.46250723914102,157.8889010786982,157.04558881824067,157.14981842346575,2916121.0
2017-10-05,165.07,166.25,164.26,166.12,3504865.0,0.0,1.0,156.41073576823328,157.5288351697388,155.64322685703036,157.40565472720007,3504865.0
2017-10-04,165.49,166.08,164.91,165.29,2746513.0,0.0,1.0,156.80870335182001,157.36775305257277,156.25912906972405,156.61919497868345,2746513.0
2017-10-03,164.06,165.28,164.0,165.17,3046281.0,0.0,1.0,155.45371848389382,156.60971956002663,155.39686597195288,156.50548995480153,3046281.0
2017-10-02,164.2,164.25,163.22,164.02,2721377.0,0.0,1.0,155.58637434508938,155.63375143837354,154.6577833167204,155.41581680926652,2721377.0
2017-09-29,162.5,163.61,162.15,163.56,3465252.0,0.0,1.0,153.97555317342892,155.02732464433666,153.64391352043998,154.9799475510525,3465252.0
2017-09-28,160.72,162.45,160.66,162.36,4613200.0,0.0,1.0,152.28892865251382,153.92817608014477,152.23207614057284,153.84289731223336,4613200.0
2017-09-27,161.38,161.69,160.14,160.92,3966113.0,0.0,1.0,152.91430628386433,153.20804426222597,151.73935437041786,152.47843702565032,3966113.0
2017-09-26,161.55,162.0,160.79,161.26,3222646.0,0.0,1.0,153.0753884010304,153.50178224058757,152.35525658311158,152.80060125998241,3222646.0
2017-09-25,160.05,161.43,159.75,161.1,4896374.0,0.0,1.0,151.65407560250645,152.9616833771485,151.36981304280164,152.64899456147322,4896374.0
2017-09-22,159.14,160.09,159.01,159.97,3576079.0,0.0,1.0,150.79181250473522,151.69197727713376,150.66863206219648,151.57827225325184,3576079.0
2017-09-21,158.87,159.556,158.72,159.19,3082093.0,0.0,1.0,150.53597620100092,151.1859899208592,150.39384492114854,150.83918959801937,3082093.0
2017-09-20,157.57,159.39,157.36,158.68,4598009.0,0.0,1.0,149.3041717756135,151.02869797115588,149.10518798382014,150.35594324652124,4598009.0
2017-09-19,157.8,158.32,157.16,157.66,3712727.0,0.0,1.0,149.52210640472052,150.01482817487548,148.9156796106836,149.38945054352493,3712727.0
2017-09-18,159.0,159.0,157.69,157.81,4010587.0,0.0,1.0,150.65915664353966,150.65915664353966,149.41787679949542,149.53158182337734,4010587.0
2017-09-15,159.98,159.99,158.29,158.4,9124244.0,0.0,1.0,151.58774767190866,151.59722309056548,149.986401918905,150.0906315241301,9124244.0
2017-09-14,160.35,160.85,159.33,159.38,5287433.0,0.0,1.0,151.93833816221124,152.41210909505256,150.97184545921496,151.01922255249906,5287433.0
2017-09-13,160.39,161.38,159.55,160.02,4713676.0,0.0,1.0,151.97623983683852,152.91430628386433,151.18030466966513,151.62564934653597,4713676.0
2017-09-12,159.06,160.93,158.71,159.91,5793753.0,0.0,1.0,150.71600915548063,152.48791244430717,150.38436950249172,151.52141974131086,5793753.0
2017-09-11,158.42,158.74,156.22,158.37,8847928.0,0.0,1.0,150.10958236144373,150.41279575846218,148.02499025694192,150.0622052681596,8847928.0
2017-09-08,159.09,160.69,157.52,159.66,10088630.0,0.0,1.0,150.74443541145112,152.26050239654333,149.25679468232937,151.2845342748902,10088630.0
2017-09-07,158.17,159.28,156.79,157.93,8264524.0,0.0,1.0,149.87269689502307,150.9244683659308,148.56508912038103,149.64528684725926,8264524.0
2017-09-06,154.86,157.03,154.145,156.56,8126012.0,0.0,1.0,146.73633331961355,148.79249916814487,146.05884088565045,148.34715449127404,8126012.0
2017-09-05,151.71,153.92,151.7,152.93,7512387.0,0.0,1.0,143.75157644271323,145.84564396587186,143.74210102405638,144.90757751884607,7512387.0
2017-09-01,150.26,150.94,149.76,150.78,3383036.0,0.0,1.0,142.3776407374734,143.02196920613758,141.90386980463208,142.87036250762839,3383036.0
2017-08-31,150.61,150.925,149.85,149.87,6083340.0,0.0,1.0,142.70928039046234,143.00775607815237,141.9891485725435,142.00809940985718,6083340.0
2017-08-30,150.0,150.25,149.28,150.0,3640966.0,0.0,1.0,142.13127985239592,142.36816531881658,141.44904970910443,142.13127985239592,3640966.0
2017-08-29,150.07,150.9,149.03,149.84,5368178.0,0.89,1.0,142.19760778299369,142.9840675315103,141.21216424268374,141.9796731538867,5368178.0
2017-08-28,151.94,152.39,150.43,151.39,6843168.0,0.0,1.0,143.11942903868868,143.54330519419355,141.6970890502168,142.6013581819605,6843168.0
2017-08-25,148.51,150.53,148.4,149.65,3047971.0,0.0,1.0,139.88855078672933,141.7912837514401,139.7849366153837,140.96237038067503,3047971.0
2017-08-24,149.73,150.6,147.98,148.25,3735364.0,0.0,1.0,141.03772614165365,141.8572200422964,139.38931887024583,139.64364456354875,3735364.0
2017-08-23,148.58,149.48,147.4271,149.1,5235444.0,0.0,1.0,139.95448707758567,140.80223938859538,138.86851636718217,140.44429952394682,5235444.0
2017-08-22,149.29,150.58,149.29,149.91,3267404.0,0.0,1.0,140.62326945627112,141.83838110205176,140.62326945627112,141.2072766038556,3267404.0
2017-08-21,147.1,149.88,146.89,149.2,4222423.0,0.0,1.0,138.56040549948074,141.17901819348862,138.3625966269118,140.53849422517013,4222423.0
2017-08-18,149.61,149.61,146.96,147.49,6989147.0,0.0,1.0,140.9246925001857,140.9246925001857,138.42853291776814,138.92776483425166,6989147.0
2017-08-17,151.81,152.15,149.61,149.67,4460870.0,0.0,1.0,142.9969759270984,143.31723791125762,140.9246925001857,140.98120932091967,4460870.0
2017-08-16,151.45,152.95,151.16,152.25,6043303.0,0.0,1.0,142.65787500269448,144.07079552104406,142.38471036914692,143.41143261248092,6043303.0
2017-08-15,154.275,154.8,148.26,150.17,13528650.0,0.0,1.0,145.31887531225286,145.8133974936752,139.6530640336711,141.45218282703618,13528650.0
2017-08-14,156.04,156.05,153.56,154.26,6662484.0,0.0,1.0,146.98141178884416,146.99083125896652,144.6453831985062,145.30474610706935,6662484.0
2017-08-11,154.11,155.72,153.98,154.88,3650541.0,0.0,1.0,145.1634540552344,146.6799887449296,145.0410009436441,145.88875325465384,3650541.0
2017-08-10,155.19,155.98,153.88,153.88,4432313.0,0.0,1.0,146.18075682844608,146.92489496811018,144.9468062424208,144.9468062424208,4432313.0
2017-08-09,153.35,155.57,153.32,155.26,3844857.0,0.0,1.0,144.44757432593727,146.53869669309464,144.41931591557028,146.2466931193024,3844857.0
2017-08-08,153.32,154.2,153.08,153.35,3218945.0,0.0,1.0,144.41931591557028,145.24822928633535,144.19324863263438,144.44757432593727,3218945.0
2017-08-07,152.83,154.47,152.47,153.35,3833620.0,0.0,1.0,143.9577618795761,145.5025549796383,143.6186609551722,144.44757432593727,3833620.0
2017-08-04,151.01,152.75,150.8,152.75,3258581.0,0.0,1.0,142.24341831731195,143.88240611859746,142.04560944474304,143.88240611859746,3258581.0
2017-08-03,150.7,152.03,150.5,150.79,5146465.0,0.0,1.0,141.9514147435197,143.20420426978967,141.7630253410731,142.03618997462067,5146465.0
2017-08-02,149.94,150.86,149.92,150.5,3754192.0,0.0,1.0,141.2355350142226,142.102126265477,141.21669607397791,141.7630253410731,3754192.0
2017-08-01,150.24,150.39,148.95,149.85,4110605.0,0.0,1.0,141.51811911789252,141.65941116972746,140.3030074721119,141.15075978312163,4110605.0
2017-07-31,148.0,149.98,147.54,149.6,5253318.0,0.0,1.0,139.4081578104905,141.27321289471192,138.9748621848633,140.91527303006336,5253318.0
2017-07-28,147.9,148.27,147.32,148.08,3421081.0,0.0,1.0,139.3139631092672,139.66248350379342,138.76763384217202,139.48351357146916,3421081.0
2017-07-27,146.18,147.86,145.89,147.73,5399029.0,0.0,1.0,137.69381424822637,139.27628522877788,137.42064961467875,139.15383211718756,5399029.0
2017-07-26,146.86,147.245,145.96,146.69,2835975.0,0.0,1.0,138.33433821654484,138.69698781625456,137.4865859055351,138.1742072244652,2835975.0
2017-07-25,145.74,147.4,145.28,146.97,5002381.0,0.0,1.0,137.2793575628438,138.84298960315067,136.8460619372166,138.43795238789045,5002381.0
2017-07-24,146.61,146.69,144.25,144.58,7294422.0,0.0,1.0,138.09885146348657,138.1742072244652,135.87585651461657,136.1866990286535,7294422.0
2017-07-21,147.03,147.46,146.13,146.65,9120167.0,0.0,1.0,138.49446920862445,138.89950642388465,137.6467168976147,138.1365293439759,9120167.0
2017-07-20,152.56,152.57,145.61,147.03,18258694.0,0.0,1.0,143.70343618627317,143.7128556563955,137.15690445125352,138.49446920862445,18258694.0
2017-07-19,152.55,154.0,152.55,153.3,2808385.0,0.0,1.0,143.69401671615086,145.05983988388877,143.69401671615086,144.40047697532563,2808385.0
2017-07-18,153.75,153.86,151.98,152.17,3783567.0,0.0,1.0,144.8243531308305,144.92796730217614,143.157106919178,143.33607685150227,3783567.0
2017-07-17,152.9,154.5,152.72,153.89,4166468.0,0.0,1.0,144.02369817043243,145.53081339000528,143.85414770823047,144.9562257125431,4166468.0
2017-07-14,153.22,153.67,151.82,152.88,3588205.0,0.0,1.0,144.32512121434698,144.74899736985185,143.00639539722073,144.00485923018775,3588205.0
2017-07-13,152.82,154.13,152.6,153.29,3287961.0,0.0,1.0,143.94834240945377,145.18229299547906,143.7411140667625,144.3910575052033,3287961.0
2017-07-12,151.46,153.14,151.09,152.59,4275878.0,0.0,1.0,142.66729447281685,144.24976545336833,142.3187740782906,143.73169459664018,4275878.0
2017-07-11,151.45,151.81,150.5,150.6,5641983.0,0.0,1.0,142.65787500269448,142.9969759270984,141.7630253410731,141.8572200422964,5641983.0
2017-07-10,152.22,152.26,151.0,151.18,5081101.0,0.0,1.0,143.38317420211393,143.42085208260326,142.23399884718964,142.4035493093916,5081101.0
2017-07-07,152.04,152.87,151.9,152.23,3775383.0,0.0,1.0,143.21362373991198,143.99543976006544,143.08175115819938,143.39259367223627,3775383.0
2017-07-06,151.77,152.48,151.22,152.05,3408538.0,0.0,1.0,142.9592980466091,143.6280804252945,142.4412271898809,143.22304321003435,3408538.0
2017-07-05,154.01,154.295,151.46,152.69,4432537.0,0.0,1.0,145.06925935401108,145.3377142524975,142.66729447281685,143.82588929786348,4432537.0
2017-07-03,154.39,154.79,153.71,154.01,1658535.0,0.0,1.0,145.42719921865964,145.80397802355284,144.78667525034118,145.06925935401108,1658535.0
2017-06-30,152.51,154.0,152.27,153.4,3640801.0,0.0,1.0,143.65633883566153,145.05983988388877,143.4302715527256,144.49467167654893,3640801.0
2017-06-29,152.77,153.0,151.52,152.16,2855395.0,0.0,1.0,143.90124505884214,144.11789287165573,142.72381129355082,143.32665738137996,2855395.0
2017-06-28,152.75,153.45,152.36,153.23,5084618.0,0.0,1.0,143.88240611859746,144.54176902716057,143.5150467838266,144.33454068446932,5084618.0
2017-06-27,151.06,153.25,150.75,152.24,4567125.0,0.0,1.0,142.29051566792361,144.35337962471397,141.99851209413137,143.4020131423586,4567125.0
2017-06-26,151.67,151.97,151.13,151.42,4128535.0,0.0,1.0,142.86510334538576,143.14768744905567,142.35645195877993,142.6296165923275,4128535.0
2017-06-23,155.16,155.23,150.91,151.31,11422231.0,0.0,1.0,146.1524984180791,146.2184347089354,142.14922361608865,142.52600242098188,11422231.0
2017-06-22,156.44,157.07,155.47,155.48,3347363.0,0.0,1.0,147.3581905937374,147.9516172114442,146.44450199187133,146.45392146199364,3347363.0
2017-06-21,157.91,158.53,156.43,156.59,4071298.0,0.0,1.0,148.74285270171995,149.32685984930444,147.34877112361505,147.49948264557236,4071298.0
2017-06-20,158.73,159.2242,157.6,157.67,4201226.0,0.0,1.0,149.51524925175104,149.98075946519663,148.4508491279277,148.51678541878402,4201226.0
2017-06-19,156.91,159.03,156.39,158.81,5195484.0,0.0,1.0,147.8009056894869,149.79783335542098,147.31109324312573,149.5906050127297,5195484.0
2017-06-16,156.25,156.69,155.41,156.64,9105408.0,0.0,1.0,147.1792206614131,147.59367734679566,146.38798517113736,147.546579996184,9105408.0
2017-06-15,156.13,157.27,154.92,156.77,3972260.0,0.0,1.0,147.06618701994515,148.14000661389082,145.92643113514316,147.6690331077743,3972260.0
2017-06-14,154.5,157.28,153.96,156.76,5999411.0,0.0,1.0,145.53081339000528,148.14942608401316,145.02216200339944,147.65961363765194,5999411.0
2017-06-13,152.31,154.04,152.06,153.99,3753767.0,0.0,1.0,143.46794943321493,145.09751776437807,143.23246268015666,145.05042041376643,3753767.0
2017-06-12,152.8,153.3,151.73,152.18,4473919.0,0.0,1.0,143.92950346920912,144.40047697532563,142.92162016611974,143.34549632162464,4473919.0
2017-06-09,154.0,154.0,152.78,152.96,4705349.0,0.0,1.0,145.05983988388877,145.05983988388877,143.91066452896445,144.0802149911664,4705349.0
2017-06-08,155.16,155.2335,153.3801,153.5,4041556.0,0.0,1.0,146.1524984180791,146.2217315234782,144.4759269310055,144.58886637777223,4041556.0
2017-06-07,154.69,155.3,154.35,154.96,3158964.0,0.0,1.0,145.70978332232957,146.28437099979172,145.3895213381703,145.9641090156325,3158964.0
2017-06-06,154.44,154.66,153.65,154.2,3260265.0,0.0,1.0,145.4742965692713,145.68152491196255,144.7301584296072,145.24822928633535,3260265.0
2017-06-05,155.53,155.62,154.23,154.79,2651789.0,0.0,1.0,146.5010188126053,146.5857940437063,145.27648769670236,145.80397802355284,2651789.0
2017-06-02,154.79,155.86,154.42,155.35,3485310.0,0.0,1.0,145.80397802355284,146.81186132664223,145.45545762902663,146.33146835040336,3485310.0
2017-06-01,153.52,155.16,152.74,155.15,3384233.0,0.0,1.0,144.6077053180169,146.1524984180791,143.87298664847512,146.14307894795675,3384233.0
2017-05-31,154.36,154.38,153.28,153.51,7158383.0,0.0,1.0,145.39894080829268,145.4177797485373,144.38163803508098,144.59828584789457,7158383.0
2017-05-30,154.0,154.56,153.52,153.88,3504291.0,0.89,1.0,145.05983988388877,145.58733021073925,144.6077053180169,144.9468062424208,3504291.0
2017-05-26,156.1,156.42,154.64,154.9,4284660.0,0.0,1.0,146.1923916420617,146.49208136227602,144.8250572935837,145.0685551912579,4284660.0
2017-05-25,156.2,156.69,155.35,156.46,3110736.0,0.0,1.0,146.28604467962867,146.7449445637069,145.4899938603093,146.52954257730283,3110736.0
2017-05-24,154.7,155.43,153.29,155.0,4592587.0,0.0,1.0,144.8812491161239,145.5649162903629,143.56074128642945,145.16220822882488,4592587.0
2017-05-23,155.91,156.43,154.68,154.83,4640854.0,0.0,1.0,146.0144508706844,146.50144666603273,144.86251850861052,145.00299806496102,4640854.0
2017-05-22,156.49,157.0,155.8,155.96,3800660.0,0.0,1.0,146.55763848857293,147.03526898016455,145.91143252936075,146.06127738946793,3800660.0
2017-05-19,156.04,156.74,155.32,156.3,4781806.0,0.0,1.0,146.1361998195215,146.79177108249038,145.4618979490392,146.37969771719568,4781806.0
2017-05-18,155.48,156.665,155.24,155.7,4858557.0,0.0,1.0,145.6117428091464,146.72153130431514,145.38697551898565,145.81777949179374,4858557.0
2017-05-17,157.08,157.3,155.89,156.09,5936974.0,0.0,1.0,147.11019141021814,147.31622809286552,145.99572026317102,146.18302633830498,5936974.0
2017-05-16,160.11,160.86,158.05,158.26,10120878.0,0.0,1.0,149.94787844849776,150.65027623025014,148.0186258746179,148.21529725350854,10120878.0
2017-05-15,157.28,157.84,156.66,157.33,6045540.0,0.0,1.0,147.2974974853521,147.82195449572723,146.7168486524368,147.34432400413561,6045540.0
2017-05-12,156.39,157.2,155.75,156.92,2926365.0,0.0,1.0,146.46398545100593,147.2225750552985,145.86460601057726,146.96034655011096,2926365.0
2017-05-11,157.35,157.7,155.33,156.2,3929068.0,0.0,1.0,147.36305461164898,147.69084024313344,145.47126325279592,146.28604467962867,3929068.0
2017-05-10,157.52,158.15,157.3,158.13,2617601.0,0.0,1.0,147.52226477551287,148.11227891218488,147.31622809286552,148.09354830467146,2617601.0
2017-05-09,157.04,157.74,156.29,157.68,3004377.0,0.0,1.0,147.07273019519133,147.72830145816025,146.37033241343894,147.67210963562005,3004377.0
2017-05-08,155.85,157.16,155.49,156.89,3184576.0,0.0,1.0,145.9582590481442,147.18511384027173,145.6211081129031,146.93225063884086,3184576.0
2017-05-05,155.34,155.75,154.09,155.73,2500636.0,0.0,1.0,145.48062855655263,145.86460601057726,144.30996558696532,145.84587540306384,2500636.0
2017-05-04,155.46,155.64,154.26,154.86,3793067.0,0.0,1.0,145.593012201633,145.76158766925354,144.46917575082918,145.03109397623112,3793067.0
2017-05-03,155.16,155.39,154.59,155.0,2445464.0,0.0,1.0,145.31205308893203,145.5274550753361,144.77823077480025,145.16220822882488,2445464.0
2017-05-02,154.49,155.16,153.76,154.95,3295105.0,0.0,1.0,144.68457773723327,145.31205308893203,144.00091056299425,145.11538171004136,3295105.0
2017-05-01,156.22,156.27,154.21,154.21,3152949.0,0.0,1.0,146.30477528714206,146.35160180592558,144.42234923204572,144.42234923204572,3152949.0
2017-04-28,156.01,156.25,154.102,156.1,4983041.0,0.0,1.0,146.1081039082514,146.33287119841216,144.32120395147336,146.1923916420617,4983041.0
2017-04-27,154.69,156.27,153.89,156.12,5881432.0,0.0,1.0,144.87188381236723,146.35160180592558,144.12265951183133,146.21112224957508,5881432.0
2017-04-26,153.11,154.8076,152.4,154.22,5120177.0,0.0,1.0,143.39216581880888,144.982019784546,142.7272292520833,144.4317145358024,5120177.0
2017-04-25,152.79,154.65,152.79,153.03,5496453.0,0.0,1.0,143.09247609859452,144.83442259734042,143.09247609859452,143.3172433887553,5496453.0
2017-04-24,151.08,152.0601,150.85,151.89,5077174.0,0.0,1.0,141.4910091561991,142.40890257739312,141.27560716979505,142.24959876049166,5077174.0
2017-04-21,148.49,150.146,148.4,150.0,5019927.0,0.0,1.0,139.06539548321425,140.61628978532346,138.98110774940395,140.4795563504757,5019927.0
2017-04-20,147.66,149.05,147.44,148.72,3700195.0,0.0,1.0,138.28807527140825,139.58985249358935,138.0820385887609,139.28079746961828,3700195.0
2017-04-19,147.93,148.4,147.02,147.22,3460975.0,0.0,1.0,138.54093847283912,138.98110774940395,137.68869583097958,137.87600190611354,3460975.0
2017-04-18,147.06,148.18,146.77,147.76,2969413.0,0.0,1.0,137.72615704600636,138.7750710667566,137.4545632370621,138.38172830897523,2969413.0
2017-04-17,145.9,147.31,145.76,147.31,3467650.0,0.0,1.0,136.63978181022935,137.96028963992381,136.50866755763556,137.96028963992381,3467650.0
2017-04-13,146.42,147.01,145.87,145.91,2346886.0,0.0,1.0,137.12677760557764,137.67933052722285,136.61168589895925,136.64914711398603,2346886.0
2017-04-12,147.42,147.57,146.367,146.54,4445599.0,0.0,1.0,138.06330798124748,138.20378753759798,137.07714149566715,137.23916125065804,4445599.0
2017-04-11,147.91,148.65,147.1,148.2,2844794.0,0.0,1.0,138.52220786532573,139.2152403433214,137.76361826103314,138.79380167426996,2844794.0
2017-04-10,146.96,148.995,146.75,148.21,5044458.0,0.0,1.0,137.63250400843938,139.5383433229275,137.4358326295487,138.80316697802667,5044458.0
2017-04-07,147.1,147.8,146.9,147.13,2869120.0,0.0,1.0,137.76361826103314,138.41918952400204,137.57631218589918,137.79171417230324,2869120.0
2017-04-06,147.04,147.96,147.0,147.24,2699679.0,0.0,1.0,137.70742643849294,138.56903438410922,137.66996522346616,137.89473251362693,2699679.0
